word,reading,pos,english
エレガント,エレガント,N,elegant
円滑,えんかつ,N,"harmony, smoothness"
縁側,えんがわ,N,"veranda, porch, balcony, open corridor"
沿岸,えんがん,N,"coast, shore"
婉曲,えんきょく,N,"euphemistic, indirect, insinuating"
演出,えんしゅつ,N,"production (erg. play, direction)"
エンジニア,エンジニア,N,engineer
演じる,えんじる,V,"to perform, to play (a part), to act"
演ずる,えんずる,V,"to perform, to play (a part), to act"
沿線,えんせん,N,along railway line
縁談,えんだん,N,marriage proposal
遠方,えんぽう,N,"long way, distant place"
円満,えんまん,N,"harmony, peace, smoothness"
追い込む,おいこむ,V,"to herd, to corner, to drive"
追い出す,おいだす,V,"to expel, to drive out"
於いて,おいて,N,"at, in, on"
老いる,おいる,V,"to age, to grow old"
応急,おうきゅう,N,emergency
黄金,おうごん,N,gold
往診,おうしん,N,"doctor's visit, house call"
応募,おうぼ,N,"subscription, application"
おおい (かん),おおい (かん),N,hey
大方,おおかた,N,"almost all, majority"
大柄,おおがら,N,"large build, large pattern"
おおげさ,おおげさ,N,"grandiose, exaggerated"
大筋,おおすじ,N,"outline, summary"
大空,おおぞら,N,"heaven, the sky"
オートマチック,オートマチック,N,automatic
大幅,おおはば,N,"full width, large scale, drastic"
おおまかな,おおまかな,N,"rough, approximate"
大水,おおみず,N,flood
公,おおやけ,N,public
犯す,おかす,V,"to perpetrate, to violate"
侵す,おかす,V,"to invade, to raid, to trespass"
臆病,おくびょう,N,"cowardice, timidity"
遅らす,おくらす,V,"to retard, to delay"
厳か,おごそか,N,"majestic, dignified"
行い,おこない,N,"conduct, behavior, action"
収まる,おさまる,V,to settle into; to be obtained
納まる,おさまる,V,to settle into; to be obtained
治まる,おさまる,V,"to be at peace, to calm down"
お産,おさん,N,(giving) birth
押し切る,おしきる,V,to have one's own way
押し込む,おしこむ,V,"to push into, to crowd into"
惜しむ,おしむ,V,"to be frugal, to value, to regret"
押し寄せる,おしよせる,V,"to push aside, to advance on"
雄,おす,N,male (animal)
御世辞,おせじ,N,"flattery, compliment"
襲う,おそう,V,to attack
遅くとも,おそくとも,N,at the latest
恐れ,おそれ,N,"fear, horror"
恐れ入る,おそれいる,V,"to be filled with awe, to feel small"
おだてる,おだてる,V,to flatter
落ち込む,おちこむ,V,to get depressed
落ち着き,おちつき,N,"calm, composure"
落葉,おちば,N,fallen leaves
乙,おつ,N,2nd in rank
お使い,おつかい,N,errand
おっかない,おっかない,N,"frightening, scary"
お手上げ,おてあげ,N,"given in, given up hope"
おどおど,おどおど,N,"coweringly, hesitantly"
脅す,おどす,V,"to threaten, to menace"
訪れる,おとずれる,V,to visit
お供,おとも,N,"attendant, companion"
衰える,おとろえる,V,"to become weak, to decline"
同い年,おないどし,N,of the same age
自ずから,おのずから,N,"naturally, as a matter of course"
怯える,おびえる,V,to become frightened
おびただしい,おびただしい,N,"abundantly, innumerably"
帯びる,おびる,V,"to bear, to carry, to be entrusted"
お袋,おふくろ,N,mother
覚え,おぼえ,N,"memory, sense, experience"
おまけ,おまけ,N,a discount; something additional
お宮,おみや,N,Shinto shrine
おむつ,おむつ,N,"diaper, nappy"
思い付き,おもいつき,N,"plan, idea, suggestion"
趣,おもむき,N,"flavor, appearance, quaint"
赴く,おもむく,V,"to go, to proceed"
重んじる,おもんじる,V,"to respect, to honor, to esteem, to prize"
重んずる,おもんずる,V,"to honor, to respect, to value"
親父,おやじ,N,"one's father, old man, one's boss"
及び,および,N,"and, as well as"
及ぶ,およぶ,V,"to reach, to extend"
折,おり,N,"chance, occasion"
檻,おり,N,"cage, pen, jail cell"
オリエンテーション,オリエンテーション,N,orientation
折り返す,おりかえす,V,"to turn up, to fold back"
織物,おりもの,N,"textile, fabric"
俺,おれ,N,I (ego) (boastful first-person pronoun)
愚か,おろか,N,"foolish, stupid"
おろそか,おろそか,N,"neglect, negligence, carelessness"
おんぶ,おんぶ,N,carrying on one's back (erg. Baby)
オンライン,オンライン,N,on-line
温和,おんわ,N,"gentle, mild, moderate"
我,が～,N,ego
カーペット,カーペット,N,carpet
改悪,かいあく,N,"deterioration, changing for the worse"
海運,かいうん,N,marine transportation
外貨,がいか,N,foreign money
改革,かいかく,N,"reform, reformation, innovation"
貝殻,かいがら,N,shell
外観,がいかん,N,"appearance, exterior, facade"
階級,かいきゅう,N,"class, rank, grade"
海峡,かいきょう,N,channel
会見,かいけん,N,"interview, conference"
介護,かいご,N,nursing
開催,かいさい,N,"holding a meeting, open an exhibition"
回収,かいしゅう,N,"collection, recovery"
改修,かいしゅう,N,"repair, improvement"
怪獣,かいじゅう,N,monster
解除,かいじょ,N,"cancellation, release, cancel"
外相,がいしょう,N,Foreign Minister
害する,がいする,V,"to harm, to offend"
概説,がいせつ,N,"general statement, outline"
回送,かいそう,N,forwarding
階層,かいそう,N,"class, level, stratum, hierarchy"
開拓,かいたく,N,"cultivation, pioneer"
会談,かいだん,N,"conversation, interview"
改定,かいてい,N,reform
改訂,かいてい,N,revision
ガイド,ガイド,N,guide
街道,かいどう,N,highway
該当,がいとう,N,"corresponding, answering to, coming under"
街頭,がいとう,N,in the street
ガイドブック,ガイドブック,N,guidebook
介入,かいにゅう,N,intervention
概念,がいねん,N,"general idea, concept, notion"
開発,かいはつ,N,"development, exploitation"
海抜,かいばつ,N,height above sea level
介抱,かいほう,N,"nursing, looking after"
解剖,かいぼう,N,"dissection, autopsy"
外来,がいらい,N,"(abbr.) imported, outpatient clinic"
回覧,かいらん,N,circulation
概略,がいりゃく,N,"outline, summary, gist"
海流,かいりゅう,N,ocean current
改良,かいりょう,N,"improvement, reform"
回路,かいろ,N,circuit (electric)
海路,かいろ,N,sea route
省みる,かえりみる,V,to reflect
顧みる,かえりみる,V,"to look back, to turn around, to review"
顔付き,かおつき,N,facial expression
課外,かがい,N,extracurricular
掲げる,かかげる,V,"to hoist, to fly (a sail), to float (a flag)"
かかと,かかと,N,shoe heel
書き取る,かきとる,V,"to write down, to take dictation"
掻き回す,かきまわす,V,"to stir up, to churn, to disturb"
かく (はじを),かく (はじを),V,to humiliate oneself
学芸,がくげい,N,"arts and sciences, liberal arts"
格差,かくさ,N,"difference, disparity"
拡散,かくさん,N,"scattering, diffusion"
学士,がくし,N,university graduate
各種,かくしゅ,N,"every kind, all sorts"
隔週,かくしゅう,N,every other week
確信,かくしん,N,"conviction, confidence"
革新,かくしん,N,"reform, innovation"
学説,がくせつ,N,theory
確定,かくてい,N,"fixed, decision"
カクテル,カクテル,N,cocktail
獲得,かくとく,N,"acquisition, possession"
楽譜,がくふ,N,"score (music, sheet music)"
確保,かくほ,N,"guarantee, insure, secure"
革命,かくめい,N,revolution
確立,かくりつ,N,establishment
賭,かけ,N,"betting, gambling, a gamble"
崖,がけ,N,cliff
駆け足,かけあし,N,"running fast, double time"
家計,かけい,N,"household economy, family finances"
駆けっこ,かけっこ,N,(foot) race
加工,かこう,N,"manufacturing, processing, treatment"
化合,かごう,N,chemical combination
かさばる,かさばる,V,to be bulky
かさむ,かさむ,V,"to pile up, to increase"
箇条書,かじょうがき,N,"itemized form, itemization"
微か,かすか,N,"faint, dim, weak"
霞む,かすむ,V,"to grow hazy, to be misty"
火星,かせい,N,Mars
化石,かせき,N,"fossil, petrifaction, fossilization"
河川,かせん,N,rivers
化繊,かせん,N,synthetic fibers
過疎,かそ,N,depopulation
片言,かたこと,N,"broken (in reference to speaking style, e.g., Japanese)"
傾ける,かたむける,V,"to incline, to tilt, to bend"
固める,かためる,V,"to harden, to freeze, to fortify"
傍ら,かたわら,N,"beside(s, while, nearby"
花壇,かだん,N,flower bed
家畜,かちく,N,"domestic animals, livestock, cattle"
且つ,かつ,N,"yet, and"
がっくり,がっくり,N,heartbroken
合唱,がっしょう,N,"chorus, singing in a chorus"
がっしり,がっしり,N,"firmly, solidly, tough"
合致,がっち,N,"agreement, concurrence, conforming to"
がっちり,がっちり,N,"solidly built, tightly"
かつて,かつて,N,"once, before, formerly"
勝手,かって,N,"kitchen; one's way, selfishness"
カット,カット,N,"cut, cutting"
活発,かっぱつ,N,"vigor, active"
合併,がっぺい,N,"combination, amalgamation, merger"
カテゴリー,カテゴリー,N,category
叶う,かなう,V,to come true
叶える,かなえる,V,"to grant (request, wish)"
金槌,かなづち,N,(iron) hammer
かなわない,かなわない,N,"be beyond one's power, be unable"
加入,かにゅう,N,"becoming a member, admission"
予て,かねて,N,"previously, already, lately"
庇う,かばう,V,"to protect someone, to&nbsp;&nbsp;cover up for someone"
株式,かぶしき,N,stock
かぶれる,かぶれる,V,to react to; to be influenced by
花粉,かふん,N,pollen
貨幣,かへい,N,"money, currency, coinage"
構える,かまえる,V,to set up
過密,かみつ,N,crowded
噛み切る,かみきる,V,"to bite off, to gnaw through"
カムバック,カムバック,N,comeback
カメラマン,カメラマン,N,cameraman
粥,かゆ,N,rice porridge
体付き,からだつき,N,"body build, figure"
絡む,からむ,V,"to entangle, to entwine"
かりに,かりに,N,"temporarily; if, for argument's sake"
カルテ,カルテ,N,clinical records (GER: Karte)
ガレージ,ガレージ,N,garage (at house)
過労,かろう,N,"overwork, strain"
かろうじて,かろうじて,N,"barely, narrowly"
交す,かわす,V,to exchange
代る代る,かわるがわる,N,alternately
簡易,かんい,N,"simplicity, easiness, quasi-"
灌漑,かんがい,N,irrigation
眼科,がんか,N,ophthalmology
眼球,がんきゅう,N,eyeball
玩具,がんぐ,N,toy
簡潔,かんけつ,N,"brevity, concise, simple"
還元,かんげん,N,"resolution, reduction, return"
看護,かんご,N,nursing
漢語,かんご,N,"Chinese word, Sino-Japanese word"
頑固,がんこ,N,"stubbornness, obstinacy"
勧告,かんこく,N,"advice, counsel"
換算,かんさん,N,"conversion, change, exchange"
監視,かんし,N,"observation, guarding, surveillance"
慣習,かんしゅう,N,usual (historical) custom
観衆,かんしゅう,N,"spectators, audience"
願書,がんしょ,N,application form
干渉,かんしょう,N,"interference, intervention"
頑丈,がんじょう,N,"solid, firm, strong"
感触,かんしょく,N,"sense of touch, feeling, sensation"
肝心,かんじん,N,"essential, fundamental, crucial"
肝腎,かんじん,N,"essential, fundamental, crucial"
関税,かんぜい,N,"customs, duty, tariff"
岩石,がんせき,N,rock
感染,かんせん,N,"infection, contagion"
幹線,かんせん,N,"main line, trunk line"
簡素,かんそ,N,"simplicity, plain"
観点,かんてん,N,point of view
感度,かんど,N,"sensitivity, severity (quake)"
カンニング,カンニング,N,"cunning, cheat"
元年,がんねん,N,first year (of a specific reign)
幹部,かんぶ,N,"management, executive"
完ぺき,かんぺき,N,"perfection, completeness, flawless"
勘弁,かんべん,N,"pardon, forgiveness, forbearance"
感無量,かんむりょう,N,"deep feeling, filled with emotion"
勧誘,かんゆう,N,"invitation, canvassing, inducement"
関与,かんよ,N,"participation, taking part in"
寛容,かんよう,N,"forbearance, tolerance, generosity, involvement"
元来,がんらい,N,"originally, naturally"
観覧,かんらん,N,viewing
慣例,かんれい,N,"custom, precedent, of convention"
還暦,かんれき,N,60th birthday
貫禄,かんろく,N,"presence, dignity"
緩和,かんわ,N,"relief, mitigation"
議案,ぎあん,N,legislative bill
危害,きがい,N,"injury, harm, danger"
企画,きかく,N,"planning, project"
規格,きかく,N,"standard, norm"
着飾る,きかざる,V,to dress up
気兼ね,きがね,N,"hesitance, diffidence, feeling constraint"
気軽,きがる,N,"cheerful, buoyant, lighthearted"
危機,きき,N,crisis
聞き取り,ききとり,N,listening comprehension
効き目,ききめ,N,"effect, virtue, efficacy"
帰京,ききょう,N,returning to Tokyo
戯曲,ぎきょく,N,"play, drama"
基金,ききん,N,"fund, foundation"
喜劇,きげき,N,"comedy, funny show"
議決,ぎけつ,N,"resolution, decision, vote"
棄権,きけん,N,"abstain from voting, renunciation of a right"
既婚,きこん,N,married
気障,きざ,N,"affectation, conceit, snobbery"
記載,きさい,N,"mention, entry"
兆,きざし,N,"sign, omen, indication"
気質,きしつ,N,"character, trait, temperament"
期日,きじつ,N,"fixed date, settlement date"
きしむ,きしむ,V,"to jar, to creak, to grate"
議事堂,ぎじどう,N,Diet building
記述,きじゅつ,N,"describing, descriptor"
気象,きしょう,N,"weather, climate"
傷付く,きずつく,V,"to be hurt, to be wounded, to get injured"
傷付ける,きずつける,V,"to wound, to hurt someone's feelings"
犠牲,ぎせい,N,sacrifice
汽船,きせん,N,steamship
寄贈,きぞう,N,"donation, presentation"
偽造,ぎぞう,N,"forgery, fabrication, counterfeiting"
貴族,きぞく,N,"noble, aristocrat"
議題,ぎだい,N,"topic of discussion, agenda"
鍛える,きたえる,V,"to forge, to train, to discipline"
気立て,きだて,N,"good-natured, kind-hearted"
きちっと,きちっと,N,"exactly, perfectly"
几帳面,きちょうめん,N,"methodical, punctual, steady"
きっかり,きっかり,N,"exactly, precisely"
きっちり,きっちり,N,"precisely, tightly"
きっぱり,きっぱり,N,"clearly, plainly, distinctly"
規定,きてい,N,"regulation, provisions"
起点,きてん,N,starting point
軌道,きどう,N,orbit; track
技能,ぎのう,N,"technical skill, ability, capacity"
規範,きはん,N,"model, standard, example"
気品,きひん,N,"grace, elegance"
気風,きふう,N,"character, traits, ethos"
起伏,きふく,N,undulation
規模,きぼ,N,"scale, scope, plan, structure"
気まぐれ,きまぐれ,N,"whim, caprice, uneven temper"
生真面目,きまじめ,N,"serious, sincerity"
期末,きまつ,N,(end of the season or term)
きまりわるい,きまりわるい,N,"feeling awkward, being ashamed"
記名,きめい,N,"signature, register"
規約,きやく,N,"agreement, rules, code"
脚色,きゃくしょく,N,"dramatization (e.g., film"
逆転,ぎゃくてん,N,"(sudden) change, reversal, turn-around"
脚本,きゃくほん,N,scenario
華奢,きゃしゃ,N,"delicate, slender"
客観,きゃっかん,N,objective
キャッチ,キャッチ,N,catch
キャリア,キャリア,N,"career, career government employee"
救援,きゅうえん,N,"relief, rescue, reinforcement"
休学,きゅうがく,N,"temporary absence from school, suspension"
究極,きゅうきょく,N,"ultimate, final, eventual"
窮屈,きゅうくつ,N,"narrow, tight, formal"
球根,きゅうこん,N,(plant) bulb
救済,きゅうさい,N,"relief, aid, rescue"
給仕,きゅうじ,N,waiter
給食,きゅうしょく,N,"school lunch, providing a meal"
休戦,きゅうせん,N,"truce, armistice"
宮殿,きゅうでん,N,palace
旧知,きゅうち,N,"old friend, old friendship"
窮乏,きゅうぼう,N,poverty
寄与,きよ,N,"contribution, service"
強,きょう,N,strong
驚異,きょうい,N,"wonder, miracle"
教科,きょうか,N,"subject, curriculum"
協会,きょうかい,N,"association, society, organization"
共学,きょうがく,N,coeducation
共感,きょうかん,N,"sympathy, response"
境遇,きょうぐう,N,"environment, circumstances"
教訓,きょうくん,N,"lesson, precept, moral instruction"
強行,きょうこう,N,"forcing, enforcement"
強硬,きょうこう,N,"firm, vigorous, stubborn"
教材,きょうざい,N,teaching materials
凶作,きょうさく,N,"bad harvest, poor crop"
業者,ぎょうしゃ,N,"trader, merchant"
教習,きょうしゅう,N,"training, instruction"
郷愁,きょうしゅう,N,"nostalgia, homesickness"
教職,きょうしょく,N,teaching profession
興じる,きょうじる,V,"to amuse oneself, to make merry"
強制,きょうせい,N,"obligation, compulsion, enforcement"
行政,ぎょうせい,N,administration
業績,ぎょうせき,N,"achievement, work, contribution"
共存,きょうぞん,N,coexistence
協定,きょうてい,N,"arrangement, pact, agreement"
郷土,きょうど,N,homeland
脅迫,きょうはく,N,"threat, coercion"
業務,ぎょうむ,N,"business, duties, work"
共鳴,きょうめい,N,"resonance, sympathy"
郷里,きょうり,N,"birth-place, home town"
強烈,きょうれつ,N,"strong, intense, severe"
共和,きょうわ,N,"republicanism, cooperation"
局限,きょくげん,N,"limit, localize"
極端,きょくたん,N,"extreme, extremity"
居住,きょじゅう,N,residence
拒絶,きょぜつ,N,"refusal, rejection"
漁船,ぎょせん,N,fishing boat
漁村,ぎょそん,N,fishing village
拒否,きょひ,N,"denial, rejection, refusal"
許容,きょよう,N,"permission, pardon"
清らか,きよらか,N,"clean, pure, chaste"
きらびやか,きらびやか,N,"gorgeous, gaudy, dazzling"
義理,ぎり,N,"debt of gratitude, obligation"
切替,きりかえ,N,"exchange, conversion, switchover"
気流,きりゅう,N,atmospheric current
切れ目,きれめ,N,"break, pause, gap"
疑惑,ぎわく,N,"doubt, misgivings, suspicion"
極めて,きわめて,N,"exceedingly, extremely (written expression)"
近眼,きんがん,N,nearsightedness
緊急,きんきゅう,N,"urgent, pressing, emergency"
近郊,きんこう,N,"suburbs, outskirts"
均衡,きんこう,N,"equilibrium, balance"
禁じる,きんじる,V,to prohibit
勤勉,きんべん,N,"industry, diligence"
吟味,ぎんみ,N,"examination, careful investigation"
勤務,きんむ,N,"service, duty, work"
禁物,きんもつ,N,"taboo, forbidden thing"
勤労,きんろう,N,"labor, exertion, diligent service"
クイズ,クイズ,N,quiz
食い違う,くいちがう,V,"to cross each other, to differ"
空間,くうかん,N,"space, room, airspace"
空腹,くうふく,N,hunger
区画,くかく,N,"division, section, area"
区間,くかん,N,section
茎,くき,N,stalk
区切り,くぎり,N,"an end, a stop, punctuation"
くぐる,くぐる,V,to pass through; to go around
くじびき,くじびき,N,"lottery, drawn lot"
くすぐったい,くすぐったい,N,ticklish
愚痴,ぐち,N,"idle complaint, grumble"
口吟む,くちずさむ,V,to humble
嘴,くちばし,N,"beak, bill"
朽ちる,くちる,V,to rot
覆す,くつがえす,V,"to overturn, to upset, to overthrow"
くっきり,くっきり,N,"distinctly, clearly, boldly"
屈折,くっせつ,N,"bending, indentation, refraction"
ぐっと,ぐっと,N,"firmly, fast, more"
首飾り,くびかざり,N,necklace
首輪,くびわ,N,"necklace, choker"
組み込む,くみこむ,V,"to insert, to include, to cut in (printing)"
組み合わせる,くみあわせる,V,"to join together, to combine, to join up"
蔵,くら,N,"warehouse, cellar"
グレー,グレー,N,"grey, gray"
クレーン,クレーン,N,crane
玄人,くろうと,N,"expert, professional"
黒字,くろじ,N,balance (figure) in the black
軍艦,ぐんかん,N,"warship, battleship"
軍事,ぐんじ,N,military affairs
君主,くんしゅ,N,"ruler, monarch"
群集,ぐんしゅう,N,"(social) group, crowd, mob"
群衆,ぐんしゅう,N,"(social) group, crowd, mob"
軍備,ぐんび,N,"armaments, military preparations"
軍服,ぐんぷく,N,military or naval uniform
芸,げい,N,"art, accomplishment, performance"
経過,けいか,N,"passage, progress"
軽快,けいかい,N,"lively, casual, light"
警戒,けいかい,N,"warning, admonition, vigilance"
敬具,けいぐ,N,Sincerely (used at the end of letter)
軽減,けいげん,N,"reduction, lessening"
掲載,けいさい,N,"appearance (e.g., article in paper)"
傾斜,けいしゃ,N,"inclination, slope, dip"
形成,けいせい,N,formation
形勢,けいせい,N,"condition, situation, prospects"
軽率,けいそつ,N,"thoughtless, careless, hasty"
刑罰,けいばつ,N,"judgment, penalty, punishment"
経費,けいひ,N,"expenses, cost, outlay"
警部,けいぶ,N,police inspector
転換,てんかん,N,"convert, divert"
転居,てんきょ,N,"moving, changing residence"
転勤,てんきん,N,transfer (to another office of a company)
点検,てんけん,N,"inspection, examination, checking"
電源,でんげん,N,"source of electricity, power (e.g., button on TV)"
天国,てんごく,N,"paradise, heaven, Kingdom of Heaven"
天才,てんさい,N,a genius
天災,てんさい,N,"natural calamity, disaster"
展示,てんじ,N,"exhibition, display"
伝説,でんせつ,N,"tradition, legend, folklore"
点線,てんせん,N,dotted line
転じる,てんじる,V,"to turn, to shift"
転ずる,てんずる,V,"to turn, to shift"
天体,てんたい,N,heavenly body
伝達,でんたつ,N,"transmission (e.g., news, communication, delivery)"
天地,てんち,N,"heaven and earth, the universe"
てんで,てんで,N,"(not) at all, altogether, entirely"
転任,てんにん,N,change of post
展望,てんぼう,N,"view, outlook, prospect"
伝来,でんらい,N,"ancestral, hereditary, imported"
転落,てんらく,N,"fall, degradation"
問い合わせる,といあわせる,V,"to inquire, to seek information"
胴,どう,N,"trunk, body, frame"
同意,どうい,N,"agreement, consent; same meaning"
動員,どういん,N,mobilization
同感,どうかん,N,"agreement, same opinion, same feeling"
陶器,とうき,N,"pottery, ceramics"
討議,とうぎ,N,"debate, discussion"
動機,どうき,N,"motive, incentive"
等級,とうきゅう,N,"grade, class"
同級,どうきゅう,N,"the same grade, same class"
同居,どうきょ,N,living together
登校,とうこう,N,attendance (at school)
統合,とうごう,N,"integration, unification, synthesis"
動向,どうこう,N,"trend, tendency, movement, attitude"
投資,とうし,N,investment
同情,どうじょう,N,"sympathy, compassion, sympathize"
道場,どうじょう,N,"(arch) dojo, hall used for martial arts training, mandala"
統制,とうせい,N,"regulation, control"
当選,とうせん,N,"being elected, winning the prize"
逃走,とうそう,N,"flight, desertion, escape"
統率,とうそつ,N,"command, generalship, leadership"
到達,とうたつ,N,"reaching, attaining, arrival"
統治,とうち,N,"rule, reign, governing"
仕切る,しきる,V,"to partition, to divide, to mark off"
資金,しきん,N,"funds, capital"
軸,じく,N,"axis, stem, shaft"
しくじる,しくじる,V,"to fail, to fall through, to blunder"
仕組,しくみ,N,"structure, mechanism"
死刑,しけい,N,death penalty
湿気る,しける,V,"to be damp, to be moist"
施行,しこう,N,"enforcement, operation"
思考,しこう,N,thought
志向,しこう,N,"intention, aim"
嗜好,しこう,N,"taste, liking, preference"
事項,じこう,N,"matter(s), item(s), facts"
時刻表,じこくひょう,N,"timetable, (train) schedule"
地獄,じごく,N,hell
時差,じさ,N,time difference
自在,じざい,N,"freely, at will"
視察,しさつ,N,"inspection, observation"
資産,しさん,N,"property, fortune, assets"
支持,しじ,N,support
自主,じしゅ,N,"independence, autonomy"
自首,じしゅ,N,"surrender, give oneself up"
刺繍,ししゅう,N,embroidery
辞職,じしょく,N,resignation
雫,しずく,N,drop (of water)
システム,システム,N,system
沈める,しずめる,V,"to sink, to submerge"
施設,しせつ,N,"establishment, facility"
事前,じぜん,N,"prior, beforehand, in advance"
子息,しそく,N,(hon.) son
持続,じぞく,N,"continuation, endurance"
自尊心,じそんしん,N,"self-respect, conceit"
慕う,したう,V,to yearn to adore
下心,したごころ,N,"secret intention, motive"
下地,したじ,N,"groundwork, foundation"
親しむ,したしむ,V,"to be intimate with, to befriend"
下調べ,したしらべ,N,preliminary investigation
愛想,あいそう,N,sociability
間柄,あいだがら,N,relationship
合間,あいま,N,interval
敢えて,あえて,N,"dare (to do), venture (to do), challenge (to do)"
仰ぐ,あおぐ,V,"to look up (to), to respect; to ask for"
垢,あか,N,"dirt, filth"
赤字,あかじ,N,"deficit, go in the red"
明かす,あかす,V,to reveal; to stay up
赤らむ,あからむ,V,"to become red, to blush"
上がり,あがり,N,"ascent; income; completion, stop"
諦め,あきらめ,N,"resignation, reconciliation, consolation"
アクセル,アクセル,N,(abbr.) accelerator
あくどい,あくどい,N,gaudy vicious
顎,あご,N,chin
憧れ,あこがれ,N,"yearning, longing, aspiration"
麻,あさ,N,hemp
あざ,あざ,N,"birthmark, bruise"
浅ましい,あさましい,N,"shameful, mean, despicable"
欺く,あざむく,V,to deceive
鮮やか,あざやか,N,"vivid, clear"
嘲笑う,あざわらう,V,"to sneer at, to ridicule"
悪しからず,あしからず,N,"don't take me wrong, but..., I'm sorry"
味わい,あじわい,N,"flavor, relish"
焦る,あせる,V,"to be in a hurry, to be impatient"
値する,あたいする,V,"to be worth, to deserve"
悪化,あっか,N,"deterioration, worsen"
扱い,あつかい,N,"treatment, service"
呆気ない,あっけない,N,"not enough, too quick (short, long, etc.)"
あっさり,あっさり,N,"easily, readily, quickly"
斡旋,あっせん,N,"kind offices, mediation"
圧倒,あっとう,N,"overwhelm, overpower"
圧迫,あっぱく,N,"pressure, coercion, oppression"
あつらえる,あつらえる,V,"to give an order, to place an order"
圧力,あつりょく,N,"stress, pressure"
当て,あて,N,expectations; depend
当て字,あてじ,N,"phonetic-equivalent character, substitute character"
跡継ぎ,あとつぎ,N,"heir, successor"
後回し,あとまわし,N,"putting off, postponing"
油絵,あぶらえ,N,oil painting
アプローチ,アプローチ,N,approach (in golf)
あべこべ,あべこべ,N,"contrary, opposite, inverse"
甘える,あまえる,V,"to behave like a spoiled child, to fawn on"
雨具,あまぐ,N,rain gear
甘口,あまくち,N,sweet flavor
アマチュア,アマチュア,N,amateur
網,あみ,N,net
操る,あやつる,V,"to manipulate, to operate, to pull strings"
危ぶむ,あやぶむ,V,"to fear, to have misgivings, to be doubtful"
あやふや,あやふや,N,"uncertain, vague, ambiguous"
過ち,あやまち,N,"fault, error, indiscretion"
誤る,あやまる,V,to make a mistake
歩み,あゆみ,N,"step, progress, history"
歩む,あゆむ,V,to walk
予め,あらかじめ,N,"in advance, previously"
荒らす,あらす,V,to damage; to invade
争い,あらそい,N,"dispute, quarrel, conflict"
改まる,あらたまる,V,to be renewed; to be formal
荒っぽい,あらっぽい,N,"rough, rude"
アラブ,アラブ,N,Arab
霰,あられ,N,"hail (e.g., falling ice balls)"
有り様,ありさま,N,"state, condition"
ありのまま,ありのまま,N,"the truth, as it is, frankly"
ありふれる,ありふれる,N,"common, ordinary, routine"
アルカリ,アルカリ,N,alkali
アルミ,アルミ,N,"aluminum (Al, aluminum)"
アワー,アワー,N,hour
合わす,あわす,V,"to join together, to face, to unite"
アンコール,アンコール,N,encore
暗殺,あんさつ,N,assassination
暗算,あんざん,N,mental arithmetic
暗示,あんじ,N,"hint, suggestion"
案じる,あんじる,V,"to be anxious, to ponder"
安静,あんせい,N,rest
案の定,あんのじょう,N,"sure enough, as usual"
いい加減,いいかげん,N,"random, irresponsible"
言い訳,いいわけ,N,"excuse, explanation"
イェス,イェス,N,yes; Jesus
家出,いえで,N,running away from home
生かす,いかす,V,to keep something alive; to make use of
いかに,いかに,N,"how, in what way"
いかにも,いかにも,N,truly (same as 実に (じつに))
異議,いぎ,N,"objection, dissent, protest"
生き甲斐,いきがい,N,"something one lives for, very important"
行き違い,いきちがい,N,"misunderstanding, disagreement"
意気込む,いきごむ,V,to be enthusiastic about
育成,いくせい,N,"rearing, training, cultivation"
幾多,いくた,N,"many, numerous"
"(花を〜) 生ける, 活ける",(はなを～) いける,V,to arrange (flowers)
異見,いけん,N,"different opinion, objection"
意向,いこう,N,"intention, idea, inclination"
移行,いこう,N,switching over to
いざ,いざ,N,"now, come (now), crucial moment"
移住,いじゅう,N,"migration, immigration"
衣装,いしょう,N,"clothing, costume, outfit"
いじる,いじる,V,"to touch, to tamper with"
異性,いせい,N,the opposite sex
遺跡,いせき,N,historic ruins
依存,いぞん,N,"dependence, dependent, reliance"
委託,いたく,N,"consign (goods (for sale) to a firm), entrust"
いたって,いたって,N,"very much, exceedingly, extremely"
出世,しゅっせ,N,"promotion, successful career, eminence"
出題,しゅつだい,N,proposing a question
出動,しゅつどう,N,"mobilization, action"
出費,しゅっぴ,N,"expenses, disbursements"
出品,しゅっぴん,N,"exhibit, display"
主導,しゅどう,N,main leadership
主任,しゅにん,N,"person in charge, responsible official"
首脳,しゅのう,N,"head, leader"
守備,しゅび,N,defense
手法,しゅほう,N,technique
樹木,じゅもく,N,"trees and shrubs, arbor"
樹立,じゅりつ,N,"establish, create"
準急,じゅんきゅう,N,"local express (train, slower than an express)"
準じる,じゅんじる,V,"to follow, to conform, to apply to"
上位,じょうい,N,"superior, higher order"
上演,じょうえん,N,art performance
城下,じょうか,N,land near the castle
消去,しょうきょ,N,"elimination, erasing"
上空,じょうくう,N,"sky, high-altitude sky, upper air"
衝撃,しょうげき,N,"shock, crash, impact, ballistic"
証言,しょうげん,N,"evidence, testimony"
証拠,しょうこ,N,"evidence, proof"
照合,しょうごう,N,"check, verification"
詳細,しょうさい,N,"detail, particulars"
上昇,じょうしょう,N,"rising, ascending, climbing"
昇進,しょうしん,N,promotion
称する,しょうする,V,"to take the name of, to call oneself"
情勢,じょうせい,N,"state of things, condition, situation"
消息,しょうそく,N,"news, letter, circumstances"
承諾,しょうだく,N,"consent, agreement"
